schuin1,	0.170000,	0.20200,	0.078328,	0.170000,	0.000000,	0.168984, 	PORT 0 NAAR PORT 2, B4.8, O8.2
schuin2,	0.124000,	0.20200,	0.078328,	0.124000,	0.000000,	0.168984, 	PORT 1 NAAR PORT 3, B4.6, O8.4
schuin3,	0.170000,	0.20200,	0.078328,	0.124000,	0.000000,	0.168984, 	PORT 0 NAAR PORT 3, B4.8, O8.4
schuin4,	0.124000,	0.20200,	0.078328,	0.170000,	0.000000,	0.168984, 	PORT 1 NAAR PORT 2, B4.6, O8.2
schuin1,	0.078000,	0.20200,	0.078328,	0.078000,	0.000000,	0.168984, 	PORT 0 NAAR PORT 2, B4.4, O8.6
schuin2,	0.032000,	0.20200,	0.078328,	0.032000,	0.000000,	0.168984, 	PORT 1 NAAR PORT 3, B4.2, O8.8
schuin3,	0.078000,	0.20200,	0.078328,	0.032000,	0.000000,	0.168984, 	PORT 0 NAAR PORT 3, B4.4, O8.8
schuin4,	0.032000,	0.20200,	0.078328,	0.078000,	0.000000,	0.168984, 	PORT 1 NAAR PORT 2, B4.2, O8.6
schuin1,	0.000000,	0.170000,	0.078328,	0.202000,	0.170000,	0.168984, 	PORT 0 NAAR PORT 2, R2.8, L6.2
schuin2,	0.000000,	0.124000,	0.078328,	0.202000,	0.124000,	0.168984, 	PORT 1 NAAR PORT 3, R2.6, L6.4
schuin3,	0.000000,	0.170000,	0.078328,	0.202000,	0.124000,	0.168984, 	PORT 0 NAAR PORT 3, R2.8, L6.4
schuin4,	0.000000,	0.124000,	0.078328,	0.202000,	0.170000,	0.168984, 	PORT 1 NAAR PORT 2, R2.6, L6.2
schuin1,	0.000000,	0.078000,	0.078328,	0.202000,	0.078000,	0.168984, 	PORT 0 NAAR PORT 2, R2.4, L6.6
schuin2,	0.000000,	0.032000,	0.078328,	0.202000,	0.032000,	0.168984, 	PORT 1 NAAR PORT 3, R2.2, L6.8
schuin3,	0.000000,	0.078000,	0.078328,	0.202000,	0.032000,	0.168984, 	PORT 0 NAAR PORT 3, R2.4, L6.8
schuin4,	0.000000,	0.032000,	0.078328,	0.202000,	0.078000,	0.168984, 	PORT 1 NAAR PORT 2, R2.2, L6.6
